month,date,vol,vol_unadj,credit_score_group
279,2023-04,7189883164.447516,7144293342.92929,Prime
280,2023-05,1698289036.496989,1805458416.666667,Near-prime
280,2023-05,33982198656.33296,34296073480.30303,Super-prime
280,2023-05,389940750.5188017,392799852.020202,Deep subprime
280,2023-05,665812663.4830347,688867486.3636364,Subprime
280,2023-05,7035512422.477202,7319062889.393944,Prime
281,2023-06,1676870466.573862,1775490874.747475,Near-prime
281,2023-06,31541208236.18527,31829250925.25251,Super-prime
281,2023-06,392994275.6035678,397777646.969697,Deep subprime
281,2023-06,668150869.5891283,703797892.9292932,Subprime
281,2023-06,6840984106.681139,7165260016.161617,Prime
282,2023-07,1715900427.415364,1839797522.222222,Near-prime
282,2023-07,32107762073.69577,34106977418.18182,Super-prime
282,2023-07,389740807.9142519,392511201.5151516,Deep subprime
282,2023-07,634517999.650847,667777289.3939394,Subprime
282,2023-07,6856460298.374457,7307610949.999998,Prime
283,2023-08,1673764428.165639,1758028324.747475,Near-prime
283,2023-08,31437562580.85727,31846410750.00001,Super-prime
283,2023-08,417773200.6371425,436493696.969697,Deep subprime
283,2023-08,656765697.2767267,688524208.0808082,Subprime
283,2023-08,6717543379.598508,7026692547.474748,Prime
284,2023-09,1582013634.516106,1496325370.20202,Near-prime
284,2023-09,30946520748.99396,29178333990.90909,Super-prime
284,2023-09,383877863.6471009,378968587.3737373,Deep subprime
284,2023-09,595545404.3068799,569260240.4040402,Subprime
284,2023-09,6648436195.536325,6405538359.595961,Prime
285,2023-10,1573039348.127205,1534738064.141414,Near-prime
285,2023-10,30498508298.46781,29804499079.29294,Super-prime
285,2023-10,385917971.9492418,389789848.989899,Deep subprime
285,2023-10,590813217.5980277,586685049.4949495,Subprime
285,2023-10,6512471038.352267,6384608770.202019,Prime
286,2023-11,1495812047.558416,1609274202.525253,Near-prime
286,2023-11,31118087294.73866,33435326969.69696,Super-prime
286,2023-11,400774616.0024359,412917453.030303,Deep subprime
286,2023-11,597221982.25862,624133540.9090909,Subprime
286,2023-11,6313159712.342488,6653185088.383838,Prime
287,2023-12,1478867277.672478,1447078821.212121,Near-prime
287,2023-12,30671649379.01509,29225538491.91919,Super-prime
287,2023-12,374489416.1740918,365394570.2020202,Deep subprime
287,2023-12,553871257.5890443,551016290.9090911,Subprime
287,2023-12,6152078331.40044,5888199945.454546,Prime
288,2024-01,1491280913.486303,1318529037.878788,Near-prime
288,2024-01,31749552390.24759,31266193525.75758,Super-prime
288,2024-01,375098275.1436561,342371128.2828283,Deep subprime
288,2024-01,573528680.5427321,520267515.1515152,Subprime
288,2024-01,6169620730.029655,5766269836.363637,Prime
289,2024-02,1503190518.952232,1285488306.060606,Near-prime
289,2024-02,33612941273.84476,30851211516.16163,Super-prime
289,2024-02,406187702.194223,380542098.4848485,Deep subprime
289,2024-02,553938637.7815496,484537915.6565656,Subprime
289,2024-02,6322925753.029436,5557453104.545453,Prime
290,2024-03,1399684516.363758,1426414379.79798,Near-prime
290,2024-03,31665793372.49604,33192707254.0404,Super-prime
290,2024-03,399394508.1559824,433688809.5959597,Deep subprime
290,2024-03,552137495.6422437,570346726.2626263,Subprime
290,2024-03,5954291082.767619,6084228244.949495,Prime
291,2024-04,1367263328.030046,1392138843.939395,Near-prime
291,2024-04,31258135140.25056,31544050263.1313,Super-prime
291,2024-04,437701003.0857648,434532307.0707071,Deep subprime
291,2024-04,558767436.8129065,559800381.8181821,Subprime
291,2024-04,5936011793.917319,5966505968.68687,Prime
292,2024-05,1374564001.475301,1466796654.040404,Near-prime
292,2024-05,31777545574.54465,32339769587.37373,Super-prime
292,2024-05,433861836.9341023,438612656.5656567,Deep subprime
292,2024-05,551189148.1733783,572209910.6060606,Subprime
292,2024-05,5998589015.941848,6274816749.494949,Prime
293,2024-06,1352687817.395921,1438296035.353536,Near-prime
293,2024-06,31414885864.20879,31879283930.30304,Super-prime
293,2024-06,414470639.5058197,418563991.919192,Deep subprime
293,2024-06,546202029.2886571,578042984.3434345,Subprime
293,2024-06,5895757320.969861,6217743401.51515,Prime
294,2024-07,1380468536.860179,1488974105.050505,Near-prime
294,2024-07,30931804709.31717,33055874468.18183,Super-prime
294,2024-07,425450156.2359578,429075577.7777778,Deep subprime
294,2024-07,567064961.6780699,599667480.3030303,Subprime
294,2024-07,5840800140.894895,6262753521.212123,Prime
295,2024-08,1368460796.356967,1438030820.20202,Near-prime
295,2024-08,31441493337.46722,31769622286.36363,Super-prime
295,2024-08,422993498.5994413,443111684.3434344,Deep subprime
295,2024-08,554980437.1798846,583698016.6666667,Subprime
295,2024-08,5800875031.693486,6069174206.565656,Prime
296,2024-09,1361124692.200591,1283009598.989899,Near-prime
296,2024-09,31002648872.57941,28986057060.60606,Super-prime
296,2024-09,435345244.4591502,427686647.979798,Deep subprime
296,2024-09,566172110.6150823,539154144.4444444,Subprime
296,2024-09,5708996009.170231,5481686367.171719,Prime
297,2024-10,1344068491.476119,1307804810.606061,Near-prime
297,2024-10,31311102459.40519,30203509572.22221,Super-prime
297,2024-10,473383923.6624747,477385224.2424241,Deep subprime
297,2024-10,5704756508.870742,5551488927.777773,Prime
297,2024-10,589159684.2669246,586156974.2424242,Subprime
298,2024-11,1421084501.288789,1516681792.576222,Near-prime
298,2024-11,30460188118.91156,32463009177.2335,Super-prime
298,2024-11,437034465.5715902,448759648.0320361,Deep subprime
298,2024-11,555934912.125834,576438784.986832,Subprime
298,2024-11,5882469793.684243,6158054509.69945,Prime
299,2024-12,1486263163.791736,1449521906.405314,Near-prime
299,2024-12,33184399294.57455,31456874540.53045,Super-prime
299,2024-12,457228087.2528769,443052009.6029451,Deep subprime
299,2024-12,598963784.4302658,592047121.3003764,Subprime
299,2024-12,6182236161.426274,5893090412.296836,Prime
300,2025-01,1437533007.577568,1270675514.445389,Near-prime
300,2025-01,32078612287.71012,31732948900.26568,Super-prime
300,2025-01,465431558.3484559,425242362.5410592,Deep subprime
300,2025-01,571087358.8846626,518224610.3476371,Subprime
300,2025-01,5953639778.162272,5565890799.039207,Prime
301,2025-02,1438381825.585115,1230936812.343627,Near-prime
301,2025-02,31625993010.0401,29298843911.60872,Super-prime
301,2025-02,417427038.0830442,392448766.8350794,Deep subprime
301,2025-02,577236096.8773915,504613686.1132339,Subprime
301,2025-02,5993877089.331494,5284186985.032517,Prime
302,2025-03,1441380431.272357,1470452864.517811,Near-prime
302,2025-03,32940672887.98926,34554844230.90738,Super-prime
302,2025-03,516497384.5467085,563770114.7712417,Deep subprime
302,2025-03,575163829.161629,595649054.5655235,Subprime
302,2025-03,6082033132.235832,6218148731.441528,Prime
303,2025-04,1501443614.416699,1539759357.670118,Near-prime
303,2025-04,35307371538.30353,35909728367.28072,Super-prime
303,2025-04,440607863.0797119,437730376.3249411,Deep subprime
303,2025-04,571305207.3927406,574157628.2681725,Subprime
303,2025-04,6310374566.486638,6381795868.613883,Prime
